n_tombo;ano_edicao;classificacao;titulo_livro;autor;volume;assunto
0208/03;1994;808.899282 / H 589p;Perigosa Descoberta;Hetzel_ Graziela Bozano ;1;Literatura Juvenil
273/92;c. 1950;823 / H 615g;A Grande Sofia;Heyer_ Georgette ;1;Literatura  Inglesa – Romance
484/75;1951;910 / H 616e;A Expedição Kon-Tiki;Heyerdahl_ Thor ;1;Viagens
3447;1896;R 433 / H 619d;Deutrches Worterbuch;Heyne_ Moriz  ;1;Língua Alemã - Dicionários
79/74 – 452/83;1971;833 / H 612t;Três  Novelas;Heyse_ Paul ;2;Literatura Alemã - Romance
206/74;1974;940.5 / H 624m;Mussolini;Hibbert_ Christopher ;1;Segunda Guerra Mundial -1939-1945
542/82 – 188/90;1971;813 / H 636e;Ensina-me a Viver;Higgins_ Colin  ;2;Literatura Americana – Romance
418/82;1971;813 / H 636a;Os Amigos de Eddie Coyle;Higgins_ George V. ;1;Literatura Americana – Romance
0422/06;c1992;823 / H 636o;O Olho da tempestade;Higgins_ Jack ;1;Literatura  Inglesa – Romance
0413/98;1995;823 / H 636o;O Olho da tempestade;Higgins_ Jack ;1;Literatura  Inglesa – Romance
042/95;1982;823 / H 636p;Pacto com o Diabo;Higgins_ Jack ;1;Literatura  Inglesa – Romance
1376/86;1986;823 / H 636u;A Última Travessia;Higgins_ Jack ;1;Literatura  Inglesa – Romance
871/89;1986;823 / H 636a;A Águia Pousou;Higgins_ Jack ;1;Literatura  Inglesa – Romance
470/16 / 0251/17;2005;823 / H 636m;Má Companhia;Higgins_ Jack ;2;Literatura  Inglesa – Romance
1628/84;1980;813 / H 638q;Os 4 Ventos do Céu;High_ Monique Raphael ;1;Literatura Americana – Romance
1308/86;1983;813 / H 638a;O Ano da Decisão;High_ Monique Raphael ;1;Literatura Americana – Romance
59/90;1986;833 / H 638r;Um Rosto na Noite;Highsmith_ Patricia ;1;Literatura Alemã - Romance
0879/97 – 0546/01;1991;813 / H 638c;Um certo suicídio;Highsmith_ Patricia ;1;Literatura Americana – Romance
149/93;1974;833 / H 638a;O Amigo Americano;Highsmith_ Patricia ;1;Literatura Alemã - Romance
0063/19;2006;813 / H 638p;Preto Sinistro;Highsmith_ Patricia ;1;Ficção Americana
0269/23 - 0270/23;2006;808.899282 / H 638m;Missão Silverfin;Higson_ Charlie;2;Literatura Infanto Juvenil
0109/92;c. 1991;813 / H 642p;Pesadelo Americano;Hild_ Jack ;1;Literatura Americana – Romance
225/79;1975;153.15 / H 644t;Teorias da Aprendizagem;Hilgard_ Ernest Ropiequet ;1;Psicologia da Aprendizagem
390/78;1976;869.9309 / H 645c;A Crise da Diferença;Hill_ Amariles Guimarães ;1;Machado de Assis_ Joaquim Maria – 1839-1908-Crítica e Interpretação
589/89;1972;410 / H 645a;Aspectos da Linguística Moderna;Hill_ Archibald  A. ;1;Linguística
0154/23;2008;813 / H 645f;Fantasmas do Século XX;Hill_ Joe;1;Ficção Americana
332/84;1968;155 / H 645c;A chave mestra das riquezas;Hill_ Napoleon ;1;Psicanálise
0448/01;c. 1991;813 / H 645e;A espada e a chama;Hill_ Pamela;1;Literatura Americana
1402/84;1983;869.909 / H 645e;Estudos de teoria e crítica literária;Hill_ Telenia ;1;1-Literatura Brasileira –  História e Crítica /2-Teoria Literária
377/82 – 459/81 – 481/82;1981;869.901 / H 645t;O Trajeto da  Imanência. Reflexão Sobre José Paulo M. F. Pintor e Poeta;Hill_ Telenia ;3;Literatura Brasileira – Filosofia
0965/96;1975;943.086 / H 645e;Em Nome da Raça. Os “Haras” Nazistas;Hillel_ Marc e Outros;1;1-Nacional – Socialismo / 2-Guerra  Mundial – 1939-1945 – Crianças – Aspectos Antropológicos / 3-Eugenia
253/90;1986;J 028.5 / H 652b;O Bando do cachorro-quente;Hiller_ B. B.;1;Literatura Juvenil
;c. 1963;J 028.5 / H 652tu;Os três ursinhos;Hillert_ Margaret;1;Literatura Infanto Juvenil
1412/97;c. 1963;J 028.5 / H 652tc;Os três cabritos;Hillert_ Margaret;1;Literatura Infanto Juvenil
423/88;c.1981;92 / H 652v;Uma vida interrompida. Os diários de Etty Hillesum;Hillesum_ Etty ;1;Segunda Guerra Mundial
20/73 – 108/73;1966;928 / M 531h;Herman Melville;Hillway_ Tyrus;2;Biografia
1141/86;s.d.;823 / H 656h;Horizonte Perdido;Hilton_ James ;1;Literatura  Inglesa – Romance
0334/06;c.1960;823 / H 656h;Horizonte Perdido;Hilton_ James ;1;Literatura  Inglesa  - Romance
658/75 – 629/84;1969;823 / H 656a;Adeus Mr. Chips;Hilton_ James ;2;Literatura  Inglesa – Romance
682/87;1952;823 / H 656f;Fúria do Céu;Hilton_ James ;1;Literatura  Inglesa – Romance
0573/04;c. 1941;823 / H 656n;Na Noite do Passado;Hilton_ James ;1;Literatura  Inglesa – Romance
532/92;1982;981.06 / H 656g;A Guerra Civil Brasileira: História da Revolução Constitucionalista de 1932;Hilton_ Stanley E. ;1;Brasil – História – Revolução 1932
1050/86;1972;823 / EL 46d;Diga_ Espelho Meu;Hilton_ Stanley E. ;1;Literatura  Inglesa – Romance
420/80;1977;940.5 / H 656s;Suástica sobre o Brasil;Hilton_ Stanley E. ;1;Espionagem Alemã no Brasil
984/80;1977;981.08 / H 656b;O Brasil e a Crise Internacional;Hilton_ Stanley E. ;1;Brasil - História
1149/97;1986;813 / H 657t;A travessura de Casper Holmes;Himes_ Chester;1;Literatura Americana – Romance
7762;1963;289 /  H 661q;Quem são os Mórmons?;Hinckley_ Gordon B.;1;Mórmons
1115;c. 1946;947 / H 662c;Os Cossacos;Hindus_ Maurice Gerschon ;1;1-Rússia -  História Militar /2-Rússia – Vida e costumes sociais
1311/95;1995;R 203 / H 663d;Dicionário da Religiões;Hinnells_ John R. ;1;Dicionário - Religião
01/90;1969;823 / H 666s;A sombra da outra;Hintse_ Naomi A.;1;Literatura  Inglesa – Romance
943/75;1959;182 / H 667a;Aforismo;Hipócrates;1;Filósofos Antigos
406/79;1979;330 / H 669L;Limites Sociais do Crescimento;Hirsch_ Fred ;1;1- Limites Sociais do Crescimento/ 2-Economia Política
1063;1948;355.47 / H 669e;Espiões soviéticos;Hirsch_ Richard ;1;1-Espiões /2-Serviço secreto - Rússia /3-Traição - Canadá
286/79;1968;109 / H 669h;História da Filosofia Contemporânea;Hirschberger_ Johannes ;1;Filosofia – História Contemporânea
287/79;1969;109 / H 669h;História da Filosofia na Antiguidade;Hirschberger_ Johannes ;1;Filosofia – História na Antiguidade
21/77;1965;109 / H 669h;História da Filosofia na Antiguidade;Hirschberger_ Johannes ;1;Filosofia – História 
1671/90;c. 1981;813 / H 669h;Os Homens de Dallas;Hirschfeld_ Burt ;1;Literatura Americana – Romance
53/73;1967;813 / H 669r;Uma Rajada de Balas;Hirschfeld_ Burt ;1;Literatura Americana – Romance
0668/03 – 0669/03 – 0670/03;s.d.;R 613.9 / H 669n;Nossa vida íntima e direitos da mulher;Hirschfeld_ Magnus;3;Direitos da Mulher
0395/17;2013;823 / H 673f;O Fio;Hislop_ Victoria;1;Romance Inglês
492/89;c. 1978;813 / H 675r;A Roleta da Morte;Hitchcock_ Alfred ;1;Literatura Americana – Romance
0174/97;1979;813 / H 675hi;Histórias do Arco da Velha;Hitchcock_ Alfred ;1;Literatura Americana – Romance
0080/97;1979;813 / H 675h;Histórias para Leitores sem Medo;Hitchcock_ Alfred ;1;Literatura Americana – Romance
1672/90 – 0997/96;c. 1974;813 / H 675p;Pesadelo Feliz;Hitchcock_ Alfred ;2;Literatura Americana – Romance
0171/97;1978;813 / H 675u;Um Presente de Terror;Hitchcock_ Alfred ;1;Literatura Americana – Romance
525/84;1981;813 / H 675x;Xeque Mate;Hitchcock_ Alfred ;1;Literatura Americana – Romance
1130/89 – 0566/97;1978;612.6 / H 674r;O relatório Hite;Hite_ Shere ;2;Sexualidade - Depoimentos
2145/90;s.d;813 / H 677c;Coração Satânico;Hjortsberg_ William ;1;Literatura Americana – Romance
0317/15 - 0318/15;2005;813 / H 678e;O Enforcado;Hoag_ Tami;2;Literatura Americana - Ficção
0350/15 - 0351/15;2004;813 / H 678v;O Vencedor;Hoag_ Tami;2;Literatura Americana - Ficção
1097/89;1983;192 / H 682e;Leviatã ou Matéria_ Forma e Poder de Um Estado Eclesiástico e Civil;Hobbes_ Thomas ;1;1-O Estado /2-Filosofia Inglesa /3-Leviatã /4-Política /5-Poder (Ciências Sociais)
0185/22;2014;813 / H682f;Fantasma;Hobbs_ Roger;1;Literatura Americana – Romance
1134/86;1970;309 / H 684r;Rebeldes primitivos. Estudos sobre formas arcaicas de movimentos sociais nos séculos XIX e XX;Hobsbawm_ E. J. ;1;Sociologia – Estudo sobre as formas arcaicas dos movimentos sociais nos  séculos XIX e XX
1252/84;1971;813 / H 684d;O Décimo Mês ;Hobson_ Laura Z. ;1;Literatura Americana – Romance
552;1940;804 / H 686d;Da Morte.;Hoche_ Alfred ;1;Morte
15/75;1965;833 / H 685v;O Vigário;Hochhuth_ Rolf ;1;Literatura Alemã - Romance
066/87;1979;813 / H 685e;Espécies ameaçadas;Hochman_ Sandra;1;Literatura Americana – Romance
2196/90;1979;813 / H 685a;O amor é um olá e um adeus;Hochman_ Sandra;1;Literatura Americana – Romance
1752/90;1980;813 / H 685s;Ser feliz é complicado demais;Hochman_ Sandra;1;Literatura Americana – Romance
665/77;s.d;J 028.5 / H 691c;A Conquista dos Pólos;Hodgson_ Robert P. ;1;Literatura Juvenil
777/84;s.d.;R 615.6 / H 687c;Conselhos aos doentes que se tratam pela homeopatia;Hodiament_ Dr. ;1;Homeopatia - Tratamento
5486;1959;212 / H 692m;O Milagre do nascimento;Hodson_ Geoffrey ;1;Teosofia
1091/90;s.d.;299.9 / H 692f;A Fraternidade de anjos e de homens;Hodson_ Geoffrey ;1;Teosofia
996/89;1978;519 / H 694i;Introdução à teoria da probabilidade;Hoel_ Paul G.;1;Probabilidade
174/76;1967;137 / H 695j;Juventude em alto mar;Hoesl_ Paula ;1;Psicologia da personalidade
0303/95;1986;158.2 / H 699t;Terapia Hoffmam da Quaternidade;Hoffman_ Bob ;1;1-Amor /2-Pais e Filhos /3-Psicoterapia
7717;1966;928 / F 263h;William Faukner;Hoffman_ Frederick J.;1;Biografia
339/91;1979;R 512.5 / H 699a;Álgebra Linear;Hoffman_ Kenneth;1;Álgebra
0311/08 - 0312/08 / 0313/08;1994;133.5 / H 699a;Astrologia: Ciência ou Supertição?;Hoffmann_ Linneu;3;Astrologia
326/19;2012;823 / H699s;Stravaganza: cidade das estrelas;Hoffmann_ Mary;1;Literatura inglesa
327/19;2011;823 / H699s;Stravaganza: cidade das máscaras;Hoffmann_ Mary;1;Literatura inglesa
543/76 – 334/76 – 936/75 – 201/73;1971;869.93 / H 698c;A Crônica do Medo;Hoffman_ Ricardo L. ;4;Literatura Brasileira - Romance
7663;1967;869.93 / H 698s;A Superfície;Hoffman_ Ricardo L. ;1;Literatura Brasileira - Romance
417/80;s.d;J 028.5 / H711c;Contos Fantásticos;Hoffmann;1;Literatura Juvenil
0561/98;1990;J 028.5 / H 711p;Pequeno coração;Hoffmann_ Ricardo L.;1;Literatura Infanto Juvenil
0117/98;1988;J 028.5 / H 711h;O Hotel dos bichos desamparados;Hoffmann_ Ricardo L.;1;Literatura Infanto Juvenil
639;1941;981 / H 699r;O Rio Grande do Sul_ a terra e o homem;Hoffmann–Harnisch _ Wolfgang ;1;Rio Grande do Sul (estado)- descrições e viagens
588/92;1971;R 301.1 / H 713d;Dinâmica de Grupos: análise da psicologia de massas;Hofstatter_ Peter R.;1;Dinâmica de Grupos
4798;1958;R 510 / H 715m;Maravilhas da Matemática;Hogben_ Lancelot ;1;Matemática
211/87;1985;869.93  /  H 717L;A Literatura Catarinense em Busca da Identidade;Hohfeldt_ Antônio ;1;Literatura Brasileira - Contos
0851/99;1984;928 / V 517h;Érico Veríssimo;Hohfeldt_ Antônio ;1;Veríssimo_ Érico - Biografia
0693/97;1993;J 028.5 / H 719c;O Caso do Contrabando do Taim;Hohfeldt_ Antônio ;1;Literatura Juvenil
0352/03;1993;808.899282 / H 717c;O Caso do Contrabando do Taim;Hohfeldt_ Antônio ;1;Literatura Juvenil
0201/98;1996;J 028.5 / H 719c;O Cavaleiro da Rosa no Supermercado;Hohfeldt_ Antônio ;1;Literatura Juvenil
791/84;s.d.;R 792.65 / H 717t;Teatro gaúcho conteporâneo;Hohfeldt_ Antônio ;1;Rio G. do Sul – teatro
0223/85;1981;869.909 / H 719c;Conto Brasileiro contemporâneo;Hohlfeldt_ Antonio Carlos;1;História da Literatura Brasileira
0029/81;1970;943.086 / H 919s;SS: a ordem negra;Hohne_ Heinz;1;1- Alemanha - História / 2- Serviço Secreto - Alemanha / 3- Nazismo
1220/99;1980;R 869.9209 / H 722c;Chico Buarque de Holanda;Holanda_ Chico Buarque de ;1;1-Música Popular – Brasil /2-Teatro Brasileiro /3-Hollanda_ Chico Buarque de_ 1944- Crítica e Interpretação
0441/23;1995;B 869.3 / H 722b;Benjamim;Holanda_ Chico Buarque de ;1;Literatura Brasileira
0139/20 - 0292/23;1991;869.93 / H722e;Estorvo;Holanda_ Chico Buarque de ;2;Literatura Brasileira
1951/90;1985;869.93 / H 722b;A Breve Jornada de Dr. Cristobal;Holanda_ Gastão de ;1;Literatura Brasileira - Romance
4927;1960;869.93 / H 722b;O Burro de Ouro;Holanda_ Gastão de ;1;Literatura Brasileira - Romance
855/85 – 572/88;1978;869.909 / H 722m;Macunaíma : da Literatura ao Cinema;Holanda_ Heloísa Buarque de ;2;1-Cinema e Literatura /2-Filmes - Adaptações
206/80;1964;869.93 / H 722j;Jangadeiros;Holanda_ Nestor de ;1;Literatura Brasileira - Romance
10649;1967;869.97 / H 722t;Telhado de Vidro;Holanda_ Nestor de ;1;Literatura Brasileira –  Humorismo
176/81;1962;869.92 / H 722b;A Bruxa (Teatro);Holanda_ Nestor de ;1;Literatura Brasileira – Teatro
1058/88;1965;981.53 / H 722i;Itinerário da paisagem carioca;Holanda_ Nestor de ;1;Rio de Janeiro  - paisagem carioca
729/87 – 151/78;s.d.;927 / H 722m;Memória do Café Nice;Holanda_ Nestor de ;2;Biografia – Músicos Brasileiros
494/82;1982;330 / H 722p;Planejamentos e Projetos;Holanda_ Nilson ;1;1- Análise e Projetos/ 2-Planejamento Econômico
0381/17;2006;937.02 / H 734r;Rubicão;Holland_ Tom;1;Roma - História - Guerra Civil - condições sociais
425/78 – 1271/76;1975;981.03 / B 917c;Caminhos e Fronteiras;Hollanda_ Sérgio Buarque de ;2;Economia – História – Brasil -  Período Colonial
7139/69 – 7140/69;1953;R 869.91 / B 917a;Antologia dos Poetas Brasileiros da Fase Colonial;Hollanda_ Sérgio Buarque de ;2;Literatura Brasileira - Poesia - Antologias
1551/86;1977;981 / B 917v;Visão do Paraíso: Os Motivos Edênicos no Descobrimento e Colonização do Brasil;Hollanda_ Sérgio Buarque de ;1;1-Brasil – História Descobrimento e Explorações – até 1549 /2-América – Descobrimento e Explorações /3-Descobrimentos Geográficos Portugueses /4-Lendas - América /5-Paraíso
0023/87;1976;981.01 / B 917m;Monções;Hollanda_ Sérgio Buarque de ;1;1-Brasil – História  - Monções /2-Brasil – História- até 1821 /3-São Paulo – Estado – História
6408 – 6409 – 6410;1960;R 981 / B 917h;História Geral da Civilização Brasileira;Hollanda_ Sérgio Buarque de ;3;Brasil-História
1515/86 – 1516/86;1976;R 981 / B 917h;História geral  da civilização brasileira. ;Hollanda_ Sérgio Buarque de ;2;História  do Brasil
782/90 – 169/90 – 783/90;1974;R 372.9 / B 917h;História da civilização: área de estudos sociais;Hollanda_ Sérgio Buarque de ;3;História  do Brasil
1517/86 – 1518/86 – 1519/86 – 1520/86 – 1521/86;1976;R 981 / B 917h;História da civilização brasileira. O Brasil Monárquico;Hollanda_ Sérgio Buarque de ;5;História  do Brasil
0458/03;1984;981 / H 722r;Raíses do Brasil;Hollanda_ Sérgio Buarque de ;1;História  do Brasil
1471/90;1983;158.12 / H 741m;Meditação Transcedental: uma Introdução à Prática e Objetivos da MT;Hollings_ Robert ;1;Meditação Transcedental
0798/08;1999;823 / H 776b;A biblioteca da piscina;Hollinghurst_ Alan;1;Literatura Inglesa - Romance
3005;1940;550 / H 749i;A Idade da Terra;Holmes_ Arthur ;1;Terra - idade
268/88;1981;613.2 / H 752c;Os Campeões são vegetarianos... e você?;Holmes_ M. Charlote ;1;Vegetarianismo – alimentos _ dieta
455/82;1973;813 / H 749a;Os amantes da Galiléia;Holmes_ Marjorie;1;Literatura Americana - Romance
0233/15;2012;839.823 / H 758m;1222;Holt_ Anne;1;Literatura Norueguesa - Romance
0234/15;2013;839.823 / H 758d;A deusa grega;Holt_ Anne;1;Literatura Norueguesa - Romance
1407/96;1985;813 / H 758m;A máscara da sedutora;Holt_ Victoria;1;Literatura Americana - Romance
0575/01;s.d.;813 / H 758m;A Mulher Secreta;Holt_ Victoria;1;Literatura Americana - Romance
699/78;1975;813 / H 758s;A sombra do Lince;Holt_ Victoria;1;Literatura Americana - Romance
0643/97;1990;813 / H 758s;Salto do Tigre;Holt_ Victoria;1;Literatura Americana - Romance
417/78 – 221/80;1973;J 028.5 / H 765c;Cabra das Rocas;Homem_ Homero ;2;Literatura Juvenil
1255/89 – 0599/96 – 1178/95 – 0632/84 – 0125/02 – 0386/02;1977;J 028.5 / H 765c;Cabra das Rocas;Homem_ Homero ;6;Literatura Juvenil
7101/69;1966;869.93 / H 765c;Cabras das Rocas;Homem_ Homero ;1;Literatura Brasileira - Romance
634/80 – 0189/02;1973;J 028.5 / H 766m;Menino de Asas;Homem_ Homero ;2;Literatura Juvenil
1177/95 – 799/87 – 1176/95 – 194/78 –  0124/02 – 0180/02;1982;J 028.5 / H 766m;Menino de Asas;Homem_ Homero ;6;Literatura Infanto - Juvenil
0535/06;1994;J 028.5 / H 765m;Menino de Asas;Homem_ Homero ;1;Literatura Infanto - Juvenil
0127/03;1981;J 028.5 / H 765m;Mundo do silêncio verde;Homem_ Homero ;1;Literatura Juvenil
1334/87;1975;J 028.5 / H 766p;Pelejas de Amor;Homem_ Homero ;1;Literatura Juvenil
7201;1966;869.91 / H  765r;Rei Sem Sono e Outros Poemas;Homem_ Homero ;1;Literatura Brasileira - Poesia
895/88;1973;869.93 / H 765t;Tempo de Amor;Homem_ Homero ;1;Literatura Brasileira - Romance
472/82;1979;869.91 / H 765t;Terra Iluminada – País do não Chove;Homem_ Homero ;1;Literatura Brasileira - Poesia
774/83;1970;880 / H 766g;A Guerra de Tróia (A Ilíada de Homero);Homero;1;Literatura Grega - Romance
9819;1964;880 / H 766i;A Ilíada;Homero;1;Literatura  Grega - Clássica
0334/17;2006;883 / H 766i;A Ilíada;Homero;1;Poesia Épica Grega
1252/90;1970;880 / H 766i;A Ilíada de Homero;Homero;1;Literatura Grega - Romance
0526/98;1984;880 / H 766o;A Odisséia;Homero;1;Literatura Grega - Romance
6181;1957;880 / H 766i;Ilíada;Homero;1;Literatura  Grega
0190/05;s.d.;883 / H 766o;Odisséia;Homero;1;Literatura Clássica - Grega
0242/17;2006;883 / H 766o;Odisséia;Homero;1;Literatura Clássica - Grega
0008/16;2011;Direito Animal / H 774a;A menina que não gostava de animais;Honório_ Eliane de Jesus;1;Literatura Infanto - Juvenil
0156/15;2012;153.4 / H 776s;Supersentido: por que acreditamos no inacreditável;Hood_ Bruce M.;1;Crença e dúvida / Psicologia e religião / Psicologia religiosa
0860/97;1968;270.8 / H 778c;Cristianismo e Outras Religiões: Um Estudo Sobre o Sincretismo ;Hooft_ W. A. Visser't;1;Cristianismo
0095/22;2015;813 / H 789s;Sem esperança;Hoover_ Colleen;1;Ficção Americana
0037/19 - 0094/22;2014;813 / H 789c;Um caso perdido;Hoover_ Colleen;2;Ficção Americana
100/77;1964;335.4 / H 789e;Estudo sobre o Comunismo;Hoover_ J. Edgar ;1;Comunismo 
0357/14;2005;650.13 / H 789c;Como trabalhar para um idiota: aprenda a evitar conflitos com seu chefe;Hoover_ John;1;Executivos - Psicologia
253/86;1983;813 / H 789m;O Mongol;Hoover_ Thomas;1;Literatura Americana - Romance
723/85;s.d;J 028.5 / H 791p;O Prisioneiro de Zenda ;Hope_ Anthony ;1;Literatura Juvenil
0065/05;1984;823 / H 791p;O Prisioneiro de Zenda ;Hope_ Anthony ;1;Literatura Inglesa – Romance
0205/08;2002;944.87 / H 795r;Rex Deus: o verdadeiro mistério de Rennesle-Chatteau e a Dinastia de Jesus;Hopkins_ Marilyn et al;1;1- Rennes-le-Château (França) - História /2- Fraudes - Rennes-le-Château (França) /3- Dinastia de Jesus
0052/22;2013;E823 / H793ap;Aconteceu Em Paris;Hopkins_ Molly;1;Literatura  Inglesa – Romance
0053/22;2014;E823 / H793av;Aconteceu Em Veneza;Hopkins_ Molly;1;Literatura  Inglesa – Romance
111/93;1980;810 / H 796c;Como ser um Grande Vendedor;Hopkins_ Tom ;1;Literatura Americana
445/86;1982;J 028.5 / H 798L;O Leopardo;Hopp_ Frans;1;Literatura Infanto Juvenil
449/86 – 0957/99;1982;J 028.5 / H 798p;O Pingüim;Hopp_ Frans;2;Literatura Infanto Juvenil
500/86;1982;J 028.5 / H 798c;O camelo;Hopp_ Frans;1;Literatura Infanto Juvenil
6164;1960;871 / H 811s;Sátiras;Horácio - Ovídio;1;Literatura  Latina Clássica
3980;1864;R 870 / H 811o;Oeuvres Complètes d´Horace de Juvenal de Perse_ de Sulpícia_ de Turnus_ de Catulle de Properce_ de Gallus et Maximien_ de Tibulle_ de Phedre et de Syrus_ Avec la Traduction en Français_ Publiees sous la Direction de M. Nisard;Horácio Flaco;1;Literatura Romana
10527;1953;871 / H 811s;Sátiras;Horácio Flaco_ Quinto ;1;Literatura Latino Clássica
0389/23;2007;R 411 / H 811e;A evolução da escrita;Horcades_ Carlos;1;Escrita - História - Obras ilustradas
;1960;R 010 / H 811b;Bibliografia de Castro Alves;Horch_ Hans Jürgen W. ;1;Castro Alves - Bbliografia
60/76;1961;843 / H 811d;Deus Nasceu no Exílio;Horia_ Vintila ;1;Literatura Francesa  - Romance
7264;1966;910 / H 812q;O que Jorge conta sobre o Brasil;Hormeyer_ Joseph ;1;Viagens
0413/13;1998;823 / H 814a;Alta fidelidade;Hornby_ Nick;1;Literatura Inglesa - Romance
1682/90;s.d.;813 / H 816d;Diabólico;Horner_ Lance;1;Literatura Americana – Romance
1174/86;1964;616.85 / H 815p;A Personalidade neurótica de nosso tempo;Horney_ Karen ;1;1-Neurose /2-Psicologia patológica
1809/90 – 312/84;1974;616.85 / H 815c;Conheça-se a si mesmo: auto-análise;Horney_ Karen ;2;1-Psicologia /2-Psicanálise
0496/95;1987;616.85 / H 815n;Nossos Conflitos Interiores: Uma Teoria Construtiva das Neuroses;Horney_ Karen ;1;1-Neuroses /2-Nossos Conflitos Interiores /3-Psicanálise /4-Conflito ( Psicologia )
